;choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;CHARGING_FUELING_TIME_0_0;CHARGING_FUELING_TIME_1_0;CHARGING_FUELING_TIME_2_0;CHARGING_FUELING_TIME_3_0;PURCHASE_PRICE_0_0;RANGE_0_0;PURCHASE_PRICE_1_0;RANGE_1_0;PURCHASE_PRICE_2_0;RANGE_2_0;PURCHASE_PRICE_3_0;RANGE_3_0
749;0;0;0;1;1;0;1;1;2;0;10;2;30.90909091;9;0;0;16.36363636;2.5;20;6
750;0;0;1;0;1;0;1;1;2;0;20;2;12;5;0;0;13.33333333;6.5;12;6
751;0;0;0;1;1;1;0;1;2;2;0;2;1.666666667;5;3.888888889;7;0;0;5;8
752;0;0;1;0;1;1;1;0;2;2;20;0;9.333333333;7;9.333333333;5;9.333333333;6.5;0;0
753;0;0;1;0;0;1;1;1;0;2;25;2;0;0;18.57142857;5;10;4.5;21.42857143;8
754;0;0;1;0;1;0;1;1;2;0;25;2;16.36363636;7;0;0;12.72727273;6.5;30.90909091;4
755;0;0;1;0;0;1;1;0;0;2;20;0;0;0;28.88888889;5;17.77777778;6.5;0;0
756;1;0;0;0;1;0;1;1;2;0;15;2;6.086956522;9;0;0;9.565217391;2.5;9.565217391;6
757;0;0;1;0;0;1;1;1;0;2;25;2;0;0;4;9;12;6.5;12;6
758;0;0;1;0;1;1;1;0;2;2;15;0;7.407407407;7;11.11111111;9;3.703703704;2.5;0;0
759;1;0;0;0;1;1;1;0;2;2;20;0;13.33333333;7;17.33333333;5;17.33333333;6.5;0;0
760;0;1;0;0;0;1;1;1;0;2;10;2;0;0;3.448275862;5;3.448275862;4.5;7.586206897;8
761;1;0;0;0;1;1;1;0;2;2;5;0;12.72727273;9;12.72727273;5;27.27272727;4.5;0;0
762;0;0;0;1;1;0;1;1;2;0;5;2;7.142857143;5;0;0;27.14285714;6.5;12.85714286;6
763;1;0;0;0;1;1;1;0;2;2;15;0;22.35294118;5;8.235294118;7;9.411764706;6.5;0;0
764;0;1;0;0;1;1;1;0;2;2;20;0;10.4;7;7.2;9;8.8;2.5;0;0
765;0;1;0;0;1;1;1;0;2;2;15;0;11.57894737;9;11.57894737;7;8.421052632;2.5;0;0
766;0;1;0;0;1;1;0;0;2;2;0;0;28.88888889;7;15.55555556;9;0;0;0;0
767;1;0;0;0;1;1;1;0;2;2;5;0;20;5;34.54545455;9;12.72727273;4.5;0;0
768;0;1;0;0;1;1;0;1;2;2;0;2;12;5;44;9;0;0;44;6
769;0;1;0;0;1;1;1;0;2;2;5;0;22.22222222;7;33.33333333;9;15.55555556;2.5;0;0
770;0;0;1;0;1;0;1;1;2;0;10;2;7.222222222;9;0;0;3.888888889;2.5;5;6
771;1;0;0;0;1;1;1;0;2;2;25;0;17.77777778;7;6.666666667;9;24.44444444;6.5;0;0
772;0;0;1;0;1;1;1;0;2;2;15;0;12.72727273;9;18.18181818;7;23.63636364;6.5;0;0
773;1;0;0;0;1;0;1;0;2;0;5;0;6.086956522;7;0;0;11.30434783;6.5;0;0
774;0;0;0;1;1;0;1;1;2;0;25;2;11.57894737;5;0;0;20;6.5;11.57894737;6
775;1;0;0;0;1;0;1;1;2;0;15;2;7.692307692;9;0;0;10.76923077;4.5;26.15384615;4
776;0;0;1;0;0;1;1;1;0;2;10;2;0;0;4.8;5;7.2;4.5;7.2;8
777;0;0;1;0;1;0;1;1;2;0;10;2;15.55555556;7;0;0;28.88888889;6.5;24.44444444;4
778;0;1;0;0;0;1;1;1;0;2;25;2;0;0;15.55555556;9;20;2.5;20;6
779;0;0;1;0;0;1;1;0;0;2;25;0;0;0;20;7;7.058823529;6.5;0;0
780;0;0;1;0;1;1;1;0;2;2;5;0;4.761904762;5;10.47619048;9;14.28571429;4.5;0;0
781;0;0;1;0;0;1;1;1;0;2;5;2;0;0;8.8;9;5.6;2.5;7.2;6
782;0;1;0;0;0;1;1;1;0;2;5;2;0;0;5.454545455;9;27.27272727;4.5;20;4
783;0;0;0;1;1;0;1;1;2;0;10;2;16.52173913;5;0;0;6.086956522;6.5;9.565217391;6
784;1;0;0;0;1;1;1;0;2;2;15;0;9.090909091;9;27.27272727;5;20;4.5;0;0
785;0;1;0;0;1;1;1;0;2;2;20;0;6.111111111;9;3.333333333;9;5;2.5;0;0
786;0;0;0;1;1;0;1;1;2;0;15;2;7.368421053;7;0;0;11.57894737;2.5;15.78947368;8
787;0;0;1;0;1;0;1;1;2;0;5;2;6.666666667;5;0;0;13.33333333;4.5;12;8
788;0;0;1;0;0;1;1;0;0;2;15;0;0;0;6.666666667;9;17.33333333;4.5;0;0
789;0;1;0;0;0;1;1;1;0;2;5;2;0;0;6.666666667;5;2.857142857;4.5;10.47619048;8
790;1;0;0;0;1;1;1;0;2;2;10;0;4.761904762;7;10.47619048;5;10.47619048;6.5;0;0
791;0;0;0;1;1;0;1;1;2;0;20;2;6.956521739;7;0;0;9.565217391;2.5;7.826086957;8
792;1;0;0;0;1;1;1;0;2;2;15;0;4.285714286;7;24.28571429;5;15.71428571;6.5;0;0
793;0;0;1;0;0;1;1;1;0;2;15;2;0;0;6.315789474;9;9.473684211;4.5;13.68421053;4
794;1;0;0;0;1;0;1;1;2;0;20;2;5.217391304;5;0;0;9.565217391;6.5;7.826086957;6
795;0;1;0;0;0;1;1;1;0;2;25;2;0;0;17.33333333;9;14.66666667;4.5;12;4
796;0;0;1;0;0;0;1;1;0;0;15;2;0;0;0;0;3.333333333;6.5;6.111111111;4
797;0;1;0;0;0;1;1;0;0;2;10;0;0;0;3.888888889;5;6.111111111;4.5;0;0
798;0;0;1;0;1;1;1;0;2;2;10;0;60;5;36;7;68;6.5;0;0
799;0;0;0;1;1;0;1;1;2;0;25;2;44;9;0;0;44;2.5;36;6
800;1;0;0;0;1;0;1;0;2;0;20;0;13.33333333;9;0;0;12;2.5;0;0
801;0;0;1;0;0;1;1;0;0;2;25;0;0;0;10.76923077;7;9.230769231;4.5;0;0
802;0;1;0;0;0;1;1;0;0;2;15;0;0;0;16.92307692;7;4.615384615;2.5;0;0
803;0;0;1;0;1;0;1;1;2;0;10;2;12.30769231;7;0;0;10.76923077;6.5;29.23076923;4
804;0;0;0;1;0;0;1;1;0;0;5;2;0;0;0;0;9.090909091;2.5;20;8
805;0;1;0;0;0;1;1;1;0;2;15;2;0;0;6.666666667;9;33.33333333;4.5;24.44444444;4
806;0;0;1;0;1;0;1;0;2;0;25;0;8.333333333;5;0;0;8.333333333;4.5;0;0
807;0;0;0;1;1;0;1;1;2;0;25;2;9.444444444;7;0;0;3.333333333;2.5;6.111111111;8
808;0;0;1;0;1;1;1;0;2;2;15;0;9.473684211;9;7.368421053;7;5.263157895;2.5;0;0
809;0;0;1;0;1;1;1;0;2;2;10;0;2.608695652;9;7.826086957;5;13.04347826;4.5;0;0
810;0;1;0;0;1;1;1;0;2;2;25;0;12;7;5.6;9;4;2.5;0;0
811;0;0;0;1;0;1;1;1;0;2;20;2;0;0;2.857142857;9;10.47619048;4.5;10.47619048;4
812;1;0;0;0;1;0;1;1;2;0;20;2;8.571428571;9;0;0;10.47619048;2.5;10.47619048;6
813;0;0;0;1;0;0;1;1;0;0;20;2;0;0;0;0;37.77777778;4.5;20;4
814;0;0;0;1;0;1;0;1;0;2;0;2;0;0;7.222222222;9;0;0;5;6
815;0;1;0;0;0;1;1;1;0;2;25;2;0;0;8;7;14.66666667;2.5;20;8
816;0;0;0;1;0;1;1;1;0;2;10;2;0;0;10.90909091;5;12.72727273;6.5;20;6
817;0;0;1;0;1;0;1;1;2;0;15;2;25.33333333;7;0;0;14.66666667;2.5;12;4
818;0;0;1;0;0;1;1;0;0;2;10;0;0;0;11.57894737;7;7.368421053;2.5;0;0
819;0;0;1;0;0;1;1;1;0;2;25;2;0;0;14.07407407;5;8.148148148;6.5;8.148148148;6
820;0;0;0;1;1;1;0;1;2;2;0;2;4.137931034;7;3.448275862;9;0;0;7.586206897;4
821;1;0;0;0;1;0;1;1;2;0;25;2;14.66666667;5;0;0;6.666666667;2.5;12;8
822;0;0;0;1;1;0;1;1;2;0;5;2;7.222222222;5;0;0;3.888888889;6.5;4.444444444;6
823;1;0;0;0;1;0;1;1;2;0;15;2;2.777777778;9;0;0;9.444444444;6.5;6.111111111;6
824;1;0;0;0;1;0;1;1;2;0;20;2;13.68421053;5;0;0;17.89473684;6.5;9.473684211;6
825;0;0;0;1;0;1;1;1;0;2;10;2;0;0;16.92307692;7;20;6.5;13.84615385;4
826;0;1;0;0;0;1;1;0;0;2;20;0;0;0;8.571428571;5;18.57142857;6.5;0;0
827;1;0;0;0;1;0;1;0;2;0;25;0;24.44444444;9;0;0;13.33333333;2.5;0;0
828;0;1;0;0;0;1;1;1;0;2;5;2;0;0;12.85714286;7;18.57142857;6.5;12.85714286;4
829;1;0;0;0;1;0;1;0;2;0;20;0;13.33333333;9;0;0;12;2.5;0;0
830;0;0;1;0;1;0;1;0;2;0;5;0;7.368421053;9;0;0;11.57894737;4.5;0;0
831;1;0;0;0;1;0;1;1;2;0;25;2;15.29411765;5;0;0;5.882352941;4.5;17.64705882;4
832;0;0;1;0;0;1;1;0;0;2;10;0;0;0;5.263157895;7;10.52631579;2.5;0;0
833;0;0;1;0;0;1;1;1;0;2;25;2;0;0;6.111111111;7;5;6.5;5;4
834;1;0;0;0;1;0;1;0;2;0;25;0;9.473684211;9;0;0;15.78947368;4.5;0;0
835;0;1;0;0;0;1;1;1;0;2;20;2;0;0;14.28571429;9;42.85714286;4.5;25.71428571;4
836;1;0;0;0;1;0;1;1;2;0;15;2;24.28571429;5;0;0;14.28571429;6.5;12.85714286;6
837;0;0;1;0;1;1;1;0;2;2;10;0;52;9;32;5;28;4.5;0;0
838;0;0;1;0;1;1;1;0;2;2;25;0;13.84615385;7;13.84615385;9;15.38461538;2.5;0;0
839;0;0;0;1;0;0;1;1;0;0;15;2;0;0;0;0;37.77777778;6.5;24.44444444;6
840;0;0;1;0;1;0;1;0;2;0;20;0;12.38095238;7;0;0;16.19047619;6.5;0;0
841;0;0;1;0;1;0;1;1;2;0;15;2;2.777777778;5;0;0;6.111111111;6.5;9.444444444;4
842;1;0;0;0;1;1;1;0;2;2;5;0;18.0952381;5;2.857142857;9;7.619047619;4.5;0;0
843;0;1;0;0;0;1;1;0;0;2;5;0;0;0;12;7;9.333333333;6.5;0;0
844;0;0;0;1;0;1;1;1;0;2;10;2;0;0;17.14285714;5;20;4.5;25.71428571;8
845;1;0;0;0;1;0;1;0;2;0;15;0;1.666666667;9;0;0;5;2.5;0;0
846;0;0;1;0;0;1;1;1;0;2;10;2;0;0;13.84615385;9;10.76923077;4.5;15.38461538;6
847;0;0;0;1;0;1;1;1;0;2;20;2;0;0;13.84615385;7;10.76923077;6.5;13.84615385;4
848;0;1;0;0;0;1;1;0;0;2;10;0;0;0;9.333333333;7;9.333333333;2.5;0;0
849;0;0;1;0;0;1;1;0;0;2;5;0;0;0;20;7;20;6.5;0;0
850;0;1;0;0;0;1;1;1;0;2;20;2;0;0;9.230769231;7;16.92307692;6.5;13.84615385;4
851;0;0;0;1;1;1;0;1;2;2;0;2;7.368421053;5;13.68421053;7;0;0;13.68421053;8
852;0;0;1;0;1;0;1;1;2;0;25;2;11.30434783;7;0;0;6.086956522;2.5;7.826086957;8
853;0;0;1;0;1;1;1;0;2;2;25;0;3.333333333;9;9.444444444;7;6.111111111;2.5;0;0
854;0;0;1;0;0;1;1;1;0;2;15;2;0;0;20;5;4.615384615;4.5;13.84615385;8
855;0;0;1;0;0;1;1;0;0;2;25;0;0;0;15.71428571;9;15.71428571;4.5;0;0
856;0;0;0;1;1;0;1;1;2;0;15;2;8.148148148;5;0;0;5.185185185;6.5;6.666666667;6
857;0;0;1;0;0;1;1;1;0;2;20;2;0;0;21.42857143;5;10;6.5;12.85714286;6
858;1;0;0;0;1;0;1;1;2;0;15;2;12.72727273;5;0;0;18.18181818;6.5;14.54545455;6
859;0;0;1;0;0;0;1;1;0;0;25;2;0;0;0;0;28.88888889;6.5;20;6
860;0;0;1;0;1;1;1;0;2;2;5;0;12.72727273;7;23.63636364;7;14.54545455;2.5;0;0
861;0;0;1;0;0;1;1;1;0;2;15;2;0;0;9.090909091;7;20;2.5;20;8
862;0;0;0;1;1;0;1;1;2;0;5;2;6.666666667;9;0;0;20;6.5;12;6
863;0;0;1;0;1;0;1;1;2;0;25;2;5.263157895;9;0;0;7.368421053;2.5;13.68421053;6
864;0;0;0;1;0;1;1;1;0;2;10;2;0;0;10.76923077;5;16.92307692;6.5;13.84615385;6
865;0;0;1;0;0;1;1;0;0;2;20;0;0;0;10.47619048;9;2.857142857;2.5;0;0
866;1;0;0;0;1;0;1;0;2;0;10;0;24.28571429;5;0;0;15.71428571;4.5;0;0
867;0;1;0;0;1;1;1;0;2;2;10;0;20;7;44;9;44;2.5;0;0
868;0;1;0;0;0;1;1;1;0;2;10;2;0;0;10.58823529;5;17.64705882;6.5;10.58823529;8
869;0;0;1;0;0;1;1;0;0;2;5;0;0;0;15.78947368;9;11.57894737;4.5;0;0
870;0;0;1;0;1;1;1;0;2;2;5;0;9.473684211;9;13.68421053;7;6.315789474;2.5;0;0
871;0;0;0;1;1;0;1;1;2;0;15;2;9.473684211;7;0;0;11.57894737;2.5;9.473684211;8
872;0;0;1;0;1;0;1;0;2;0;5;0;9.333333333;9;0;0;14.66666667;4.5;0;0
873;0;0;0;1;0;0;1;1;0;0;5;2;0;0;0;0;10.47619048;4.5;8.571428571;4
874;0;1;0;0;1;1;1;0;2;2;5;0;27.14285714;5;4.285714286;9;15.71428571;4.5;0;0
875;0;1;0;0;0;1;1;0;0;2;5;0;0;0;13.84615385;5;12.30769231;2.5;0;0
876;0;0;1;0;1;1;1;0;2;2;10;0;9.090909091;7;12.72727273;5;23.63636364;6.5;0;0
877;0;0;1;0;1;0;1;1;2;0;20;2;52;5;0;0;12;4.5;44;6
878;0;0;1;0;1;0;1;1;2;0;15;2;8.235294118;5;0;0;17.64705882;4.5;20;6
879;1;0;0;0;1;0;1;0;2;0;15;0;20;5;0;0;10.76923077;6.5;0;0
880;0;0;0;1;0;1;1;1;0;2;5;2;0;0;3.529411765;9;15.29411765;4.5;20;4
881;0;1;0;0;0;1;1;1;0;2;25;2;0;0;10.66666667;9;9.333333333;4.5;20;4
882;0;1;0;0;1;1;0;1;2;2;0;2;28;7;52;9;0;0;36;4
883;0;0;1;0;0;1;1;0;0;2;25;0;0;0;28.88888889;7;11.11111111;2.5;0;0
884;0;0;0;1;1;0;1;1;2;0;15;2;13.04347826;9;0;0;7.826086957;2.5;6.956521739;8
885;0;0;0;1;1;0;1;1;2;0;10;2;30.90909091;5;0;0;12.72727273;6.5;20;6
886;1;0;0;0;1;0;1;0;2;0;15;0;7.058823529;9;0;0;5.882352941;2.5;0;0
887;1;0;0;0;1;0;1;1;2;0;10;2;17.33333333;7;0;0;13.33333333;2.5;14.66666667;8
888;0;1;0;0;0;1;1;0;0;2;10;0;0;0;21.42857143;5;18.57142857;6.5;0;0
889;0;1;0;0;0;1;1;1;0;2;20;2;0;0;17.64705882;5;17.64705882;6.5;10.58823529;6
890;0;0;1;0;1;0;1;0;2;0;10;0;13.33333333;7;0;0;9.333333333;6.5;0;0
891;1;0;0;0;1;1;0;1;2;2;0;2;15.71428571;9;18.57142857;7;0;0;12.85714286;4
892;0;0;1;0;1;1;1;0;2;2;10;0;2.4;9;12;9;5.6;2.5;0;0
893;0;0;0;1;0;1;1;1;0;2;25;2;0;0;15.71428571;7;12.85714286;2.5;12.85714286;8
894;0;0;0;1;1;0;1;1;2;0;25;2;9.411764706;7;0;0;12.94117647;2.5;10.58823529;8
895;0;0;1;0;0;1;1;0;0;2;20;0;0;0;20;5;20;6.5;0;0
896;0;0;0;1;0;1;1;1;0;2;5;2;0;0;30.90909091;9;27.27272727;4.5;16.36363636;4
897;0;1;0;0;1;1;0;1;2;2;0;2;30.90909091;7;20;5;0;0;20;8
898;1;0;0;0;1;1;1;0;2;2;25;0;5.882352941;5;12.94117647;9;15.29411765;4.5;0;0
899;0;0;1;0;0;1;1;0;0;2;5;0;0;0;15.29411765;9;12.94117647;4.5;0;0
900;0;0;1;0;1;0;1;1;2;0;25;2;20;5;0;0;8.421052632;4.5;11.57894737;6
901;0;0;0;1;1;0;1;1;2;0;25;2;5.882352941;9;0;0;8.235294118;2.5;17.64705882;6
902;0;0;0;1;1;0;0;1;2;0;0;2;14.66666667;5;0;0;0;0;17.33333333;6
903;0;1;0;0;0;1;1;1;0;2;10;2;0;0;7.368421053;7;20;6.5;11.57894737;4
904;0;0;1;0;1;1;1;0;2;2;5;0;6.666666667;9;8.148148148;7;11.11111111;4.5;0;0
905;0;0;0;1;0;1;1;1;0;2;20;2;0;0;12.85714286;9;7.142857143;2.5;18.57142857;6
906;0;0;0;1;0;0;1;1;0;0;15;2;0;0;0;0;9.565217391;4.5;7.826086957;4
907;0;0;1;0;0;1;1;1;0;2;10;2;0;0;17.33333333;9;8;2.5;12;6
908;0;1;0;0;1;1;1;0;2;2;5;0;10.76923077;5;7.692307692;9;13.84615385;4.5;0;0
909;0;0;0;1;1;1;0;1;2;2;0;2;6.666666667;7;18.0952381;9;0;0;12.38095238;4
910;0;0;0;1;0;1;1;1;0;2;20;2;0;0;32;9;20;2.5;44;6
911;1;0;0;0;1;0;1;1;2;0;15;2;9.090909091;5;0;0;27.27272727;6.5;16.36363636;8
912;1;0;0;0;1;1;0;1;2;2;0;2;20;5;16.36363636;7;0;0;16.36363636;8
913;1;0;0;0;1;1;1;0;2;2;20;0;10.76923077;7;16.92307692;5;29.23076923;4.5;0;0
914;0;0;1;0;0;1;1;0;0;2;10;0;0;0;20;9;4.615384615;2.5;0;0
915;1;0;0;0;1;0;1;1;2;0;25;2;6.666666667;9;0;0;10.47619048;4.5;8.571428571;4
916;0;0;1;0;0;0;1;1;0;0;15;2;0;0;0;0;8.235294118;4.5;20;4
917;0;0;1;0;0;1;1;1;0;2;5;2;0;0;20;5;7.368421053;6.5;9.473684211;6
918;0;0;0;1;0;1;1;1;0;2;5;2;0;0;10;9;15.71428571;4.5;12.85714286;4
919;1;0;0;0;1;0;1;1;2;0;5;2;5.714285714;5;0;0;6.666666667;6.5;8.571428571;6
920;1;0;0;0;1;0;1;1;2;0;15;2;10;7;0;0;27.14285714;4.5;15.71428571;4
921;0;0;0;1;0;1;1;1;0;2;10;2;0;0;11.76470588;5;10.58823529;2.5;10.58823529;6
922;0;0;0;1;1;0;1;1;2;0;15;2;3.888888889;5;0;0;9.444444444;6.5;6.111111111;6
923;0;0;0;1;0;1;1;1;0;2;25;2;0;0;10.4;9;4;4.5;8.8;4
924;0;0;1;0;1;1;1;0;2;2;15;0;8.421052632;5;7.368421053;7;7.368421053;6.5;0;0
925;1;0;0;0;1;1;0;1;2;2;0;2;16.92307692;7;20;5;0;0;13.84615385;8
926;0;0;0;1;1;0;1;1;2;0;5;2;8.695652174;7;0;0;7.826086957;2.5;9.565217391;8
927;0;0;1;0;1;1;1;0;2;2;10;0;3.448275862;9;4.137931034;7;7.586206897;2.5;0;0
928;0;0;1;0;0;1;1;0;0;2;20;0;0;0;28.88888889;7;15.55555556;6.5;0;0
929;1;0;0;0;1;1;1;0;2;2;10;0;5;9;7.222222222;5;2.777777778;4.5;0;0
930;0;1;0;0;1;1;1;0;2;2;10;0;7.2;9;4;7;5.6;2.5;0;0
931;1;0;0;0;1;0;1;1;2;0;5;2;8.235294118;5;0;0;5.882352941;4.5;11.76470588;6
932;0;0;1;0;0;1;1;1;0;2;5;2;0;0;15.78947368;7;5.263157895;2.5;9.473684211;8
933;0;1;0;0;1;1;0;1;2;2;0;2;10.34482759;9;6.206896552;7;0;0;6.206896552;4
934;1;0;0;0;1;1;1;0;2;2;5;0;31.42857143;9;31.42857143;7;31.42857143;2.5;0;0
935;1;0;0;0;1;1;1;0;2;2;5;0;33.33333333;5;11.11111111;9;15.55555556;4.5;0;0
936;0;0;1;0;1;0;1;1;2;0;10;2;22.35294118;7;0;0;8.235294118;6.5;12.94117647;4
937;0;0;0;1;1;0;1;1;2;0;5;2;44;9;0;0;24;4.5;32;4
938;0;0;1;0;0;0;1;1;0;0;15;2;0;0;0;0;8.421052632;2.5;9.473684211;6
939;0;1;0;0;1;1;0;0;2;2;0;0;28.88888889;7;15.55555556;9;0;0;0;0
940;1;0;0;0;1;0;1;1;2;0;25;2;24;9;0;0;28;4.5;76;4
941;0;0;0;1;1;0;1;1;2;0;25;2;8.235294118;9;0;0;12.94117647;2.5;12.94117647;6
942;0;0;1;0;1;0;1;1;2;0;25;2;4.285714286;7;0;0;15.71428571;6.5;18.57142857;4
943;1;0;0;0;1;1;1;0;2;2;10;0;20;9;28.88888889;5;11.11111111;4.5;0;0
944;0;0;0;1;1;0;0;1;2;0;0;2;10.34482759;5;0;0;0;0;6.206896552;8
945;0;0;0;1;0;1;1;1;0;2;25;2;0;0;28.88888889;7;13.33333333;6.5;20;4
946;0;0;0;1;0;1;1;1;0;2;10;2;0;0;3.888888889;9;3.888888889;4.5;5;4
947;1;0;0;0;1;0;1;1;2;0;25;2;6.666666667;7;0;0;33.33333333;6.5;20;4
948;0;0;0;1;0;1;1;1;0;2;20;2;0;0;16.92307692;9;16.92307692;2.5;16.92307692;6
949;0;0;1;0;1;0;1;0;2;0;20;0;12;5;0;0;15.2;6.5;0;0
950;0;0;0;1;0;1;1;1;0;2;15;2;0;0;37.14285714;5;20;4.5;25.71428571;8
951;0;0;0;1;0;0;1;1;0;0;20;2;0;0;0;0;6.111111111;4.5;4.444444444;4
952;1;0;0;0;1;1;1;0;2;2;10;0;12.72727273;7;9.090909091;7;12.72727273;6.5;0;0
953;0;0;1;0;1;1;1;0;2;2;5;0;9.333333333;5;25.33333333;5;9.333333333;6.5;0;0
954;0;0;1;0;1;1;1;0;2;2;20;0;11.57894737;9;13.68421053;5;5.263157895;4.5;0;0
955;0;0;0;1;1;0;1;1;2;0;10;2;9.090909091;9;0;0;16.36363636;2.5;16.36363636;4
956;0;0;0;1;0;1;1;1;0;2;25;2;0;0;17.14285714;5;37.14285714;4.5;28.57142857;8
957;0;1;0;0;0;1;1;1;0;2;25;2;0;0;17.33333333;5;25.33333333;4.5;17.33333333;8
958;1;0;0;0;1;1;1;0;2;2;10;0;4;9;12;5;20;4.5;0;0
959;1;0;0;0;1;0;1;1;2;0;20;2;16.52173913;9;0;0;6.086956522;2.5;7.826086957;4
960;1;0;0;0;1;1;0;1;2;2;0;2;7.142857143;7;21.42857143;5;0;0;15.71428571;8
961;1;0;0;0;1;1;1;0;2;2;10;0;17.14285714;9;37.14285714;7;20;2.5;0;0
962;0;0;0;1;0;0;1;1;0;0;5;2;0;0;0;0;12.72727273;2.5;27.27272727;6
963;0;0;0;1;1;1;0;1;2;2;0;2;24.44444444;5;6.666666667;9;0;0;24.44444444;6
964;0;0;1;0;1;0;1;1;2;0;10;2;10.76923077;7;0;0;10.76923077;6.5;16.92307692;4
965;0;0;1;0;0;1;1;0;0;2;5;0;0;0;12.38095238;5;6.666666667;4.5;0;0
966;1;0;0;0;1;1;1;0;2;2;15;0;11.30434783;9;16.52173913;7;6.086956522;2.5;0;0
967;0;0;0;1;1;1;0;1;2;2;0;2;10.47619048;5;2.857142857;9;0;0;10.47619048;6
968;0;0;1;0;0;1;1;1;0;2;10;2;0;0;11.42857143;7;18.57142857;6.5;21.42857143;4
969;1;0;0;0;1;0;1;1;2;0;10;2;36;9;0;0;52;4.5;60;4
970;1;0;0;0;1;1;1;0;2;2;5;0;22.22222222;7;28.88888889;9;20;2.5;0;0
971;0;0;1;0;1;0;1;0;2;0;15;0;17.64705882;5;0;0;10.58823529;6.5;0;0
972;0;0;0;1;0;0;1;1;0;0;10;2;0;0;0;0;24.44444444;2.5;33.33333333;6
973;0;0;1;0;1;0;1;0;2;0;25;0;9.473684211;9;0;0;15.78947368;4.5;0;0
974;0;1;0;0;1;1;1;0;2;2;25;0;20;9;10.76923077;7;13.84615385;2.5;0;0
975;1;0;0;0;1;0;1;1;2;0;20;2;70;9;0;0;130;4.5;80;4
976;0;0;0;1;1;0;1;1;2;0;20;2;3.888888889;7;0;0;5;2.5;5;8
977;0;0;1;0;0;1;1;1;0;2;25;2;0;0;25.33333333;7;17.33333333;6.5;12;4
978;0;0;0;1;1;1;0;1;2;2;0;2;17.89473684;5;15.78947368;9;0;0;9.473684211;6
979;0;0;0;1;0;1;1;1;0;2;25;2;0;0;7.222222222;9;3.333333333;4.5;4.444444444;4
980;1;0;0;0;1;1;1;0;2;2;20;0;22.85714286;9;54.28571429;7;20;2.5;0;0
981;0;0;1;0;0;0;1;1;0;0;25;2;0;0;0;0;1.666666667;2.5;5;8
982;0;1;0;0;0;1;1;0;0;2;15;0;0;0;20;5;10.90909091;4.5;0;0
983;0;0;0;1;1;0;1;1;2;0;25;2;7.692307692;9;0;0;13.84615385;2.5;13.84615385;6
984;0;1;0;0;0;1;1;0;0;2;20;0;0;0;7.142857143;9;12.85714286;2.5;0;0
985;0;0;0;1;0;0;1;1;0;0;10;2;0;0;0;0;10;4.5;12.85714286;4
986;0;1;0;0;0;1;1;1;0;2;25;2;0;0;3.529411765;9;20;4.5;12.94117647;4
987;1;0;0;0;1;1;1;0;2;2;15;0;11.57894737;7;9.473684211;5;9.473684211;6.5;0;0
988;0;0;0;1;0;1;1;1;0;2;10;2;0;0;9.090909091;5;18.18181818;6.5;16.36363636;6
989;0;0;1;0;1;0;1;1;2;0;25;2;16.36363636;7;0;0;30.90909091;6.5;16.36363636;4
990;0;0;0;1;0;0;1;1;0;0;20;2;0;0;0;0;5.263157895;4.5;9.473684211;8
991;0;0;1;0;0;1;1;0;0;2;15;0;0;0;11.57894737;9;7.368421053;2.5;0;0
992;1;0;0;0;1;0;1;1;2;0;15;2;4.615384615;9;0;0;13.84615385;4.5;20;4
993;0;0;0;1;0;1;1;1;0;2;25;2;0;0;6.206896552;7;3.448275862;2.5;6.896551724;8
994;0;1;0;0;1;1;0;1;2;2;0;2;28.88888889;7;15.55555556;9;0;0;20;4
995;0;0;1;0;0;1;1;0;0;2;25;0;0;0;9.333333333;7;25.33333333;6.5;0;0
996;0;1;0;0;1;1;1;0;2;2;5;0;24.28571429;5;10;7;18.57142857;6.5;0;0
997;0;0;0;1;1;0;1;1;2;0;25;2;5;7;0;0;3.888888889;6.5;9.444444444;4
998;0;0;1;0;1;0;1;0;2;0;10;0;7.222222222;7;0;0;6.111111111;6.5;0;0
999;0;0;1;0;0;0;1;1;0;0;10;2;0;0;0;0;7.826086957;4.5;9.565217391;4
